id,name,lat,lon
2081722937,H12,19.1355677,72.9055659
2125165404,Highland Park Bus Stop,19.1455779,72.8289055
2125165405,Highland Park Bus Stop,19.1453296,72.8289055
2125201372,Unnamed,19.1528727,72.8283289
2128596704,Ramakrishna Mission Bus Stop,19.0751475,72.8342923
2128596706,Arya Samaj Mandir,19.0792439,72.8344425
2128596711,Linking Road Khar,19.0722176,72.8341466
2128599353,Shoppers Stop,19.0610627,72.8362964
2128607195,Mahim Church,19.0412534,72.8409951
2128607198,Unnamed,19.0398372,72.8416791
2130331465,Unnamed,19.1372926,72.8105645
2131087596,Juhu Versova Link Road,19.1219328,72.8257301
2131087597,Juhu Versova Link Road,19.1234006,72.8244339
2131087639,Unnamed,19.1238299,72.8240313
2131095060,New DN Nagar,19.1185196,72.8287523
2131095070,Abhishek Society,19.1209933,72.8265373
2131134159,Juhu Circle,19.1155173,72.8300035
2146607971,Madh Market,19.1417056,72.7897647
2148660907,Gyan Kendra School,19.1323644,72.8255906
2148660916,Mhada,19.1339249,72.8255967
2166719753,Khadi Bhandar खादी भंडार,18.937494,72.834095
2166729327,Khadi Bhandar,18.937299,72.834012
2166732234,Khadi Bhandar,18.9361334,72.8336366
2166748624,Hutatma Chowk,18.933307,72.831377
2166749272,Hutatma Chowk,18.933794,72.831275
2166750103,Hutatma Chowk,18.934017,72.831248
2171398748,Pali Mala,19.0620676,72.8295332
2181459886,Unnamed,19.1391763,72.8239507
2224887211,Mavis,19.2291897,72.9483531
2227587632,Runwal Garden City,19.2230157,72.9881827
2227589015,Yeoor,19.2401909,72.9432964
2228292225,Shreerang Society,19.2060304,72.980791
2228292530,Gokul Nagar,19.2085126,72.9771727
2228293285,Oswal Park,19.2147383,72.9760757
2228429124,Unnamed,19.2000104,72.9623884
2230881380,Namdev Wadi,19.1982967,72.9665015
2233627735,Patil Stop,19.3607113,72.7946542
2246308909,Unnamed,19.0227599,73.0496808
2285872311,Nehru Tarangan,18.9889131,72.8137151
2285872332,Nehru Planetarium,18.9882372,72.8136659
2285872333,Nehru Planetarium,18.9884103,72.8139442
2285872336,Nehru Planetarium,18.9885926,72.8136844
2285872337,Nehru Planetarium,18.9887189,72.8139654
2285872340,Nehru Planetarium,18.9889645,72.8137178
2285872342,Nehru Planetarium,18.9889924,72.813984
2285872343,Nehru Planetarium,18.9892201,72.8137307
2285872344,Nehru Planetarium,18.9892703,72.8137387
2285872354,Nehru Planetarium,18.9898692,72.8137762
2295901311,Lotus Court,18.9867462,72.8143166
2295901312,Lotus Court,18.9868455,72.8141724
2299204467,Unnamed,19.191292,72.9877977
2313106108,Vihar Lake,19.1397456,72.8982965
2313110689,NITIE,19.1349868,72.8997985
2313134564,Ramada Hotel,19.1365991,72.8993659
2317278914,Jeejabhai Bhosale Junction,19.0693281,72.9055478
2317279161,Chedda Nagar,19.0687175,72.904372
2317279162,Chedda Nagar,19.0693463,72.9047598
2319202487,Dr. Babasaheb Ambedkar Udyan/Powai Gardens,19.1256563,72.8948183
2319202488,Dr. Babasaheb Ambedkar Udyan/Powai Gardens,19.1256107,72.8945178
2319202489,Dr. Babasaheb Ambedkar Udyan/Powai Gardens,19.1258083,72.893563
2319202490,Dr. Babasaheb Ambedkar Udyan/Powai Gardens,19.1271565,72.8944052
2319425642,Panvel Railway Station Bus Stop,18.9907401,73.1232176
2353247893,Ganesh Mandir Bus Stop,19.2157363,72.8230081
2353247894,Sector 2 Bus Stop,19.2154906,72.8253061
2366784472,Lokhandwala Link Road,19.1413516,72.831696
2396261920,Unnamed,19.1160679,72.8314748
2440235101,Mulund West Check Naka,19.1830083,72.9536289
2440266920,Unnamed,19.1879291,72.9797476
2440664579,Madh Jetty,19.1446116,72.8019073
2446139795,Unnamed,19.0170595,72.8474403
2446353347,Agar Bazaar,19.0186865,72.8336046
2446353349,Ravindra Natya Mandir,19.0153724,72.8298764
2449757353,Mount Mary Steps,19.0481917,72.8250874
2562641986,Dindoshi,19.1758267,72.8655041
2567633876,children's home,19.0426822,72.9287838
2567636054,children's home,19.0428409,72.9286705
2568778989,Unnamed,19.0456589,72.9298248
2590306501,Bharat Nagar,19.125318,72.822444
2629418494,Unnamed,19.063054,72.8354736
2629682535,Dr Shyama Prasad Mukherjee Chowk,18.9258816,72.8331644
2629682537,Dr Shyama Prasad Mukherjee Chowk,18.9262672,72.8316292
2629682538,Dr Shyama Prasad Mukherjee Chowk,18.9263017,72.8313888
2629682539,Churchgate,18.9329613,72.8287391
2629720846,Unnamed,19.0456039,72.9300015
2646125663,Unnamed,19.1005619,72.8445644
2646125794,Bus 35 to Int. Airport,19.1008705,72.8446082
2718662788,Bharat Nagar,19.1253791,72.8225834
2718662822,Natasha Tower,19.1265274,72.8212852
2718664886,Unnamed,19.1034708,72.8369397
2718665548,Unnamed,19.1034785,72.8367182
2726679970,Orkay,19.121425,72.8706529
2726679971,Gautam Nagar,19.1185973,72.8701515
2726683942,C Cross Road,19.1227917,72.8712977
2841960948,Hill Road Garden,19.0526477,72.8241777
2841960949,Hill Road Garden,19.0518136,72.8241777
2851477516,St. Baptist House,19.0480965,72.8258507
2895364109,Everard Nagar,19.0510806,72.8751884
2895364110,Everard Nagar,19.0511591,72.8754147
2895365401,Everard Nagar,19.0505635,72.8749009
2898961177,Hiranandani Meadows,19.2277842,72.9697028
2902100495,Muchhala College,19.2628588,72.9683276
2902101571,Muchhala College,19.2628978,72.9684542
2920707181,Suvidya High School,19.2294844,72.8285292
2930719361,Unnamed,19.0525399,72.9334033
2945821017,Artist Colony Sector 8,19.0353025,73.0432479
2945833981,"Gharkul, Sector 15, Kharghar",19.0400584,73.0768598
2949012476,Unnamed,19.1417904,72.8308178
2949012515,Unnamed,19.1423401,72.8313355
2949012516,Unnamed,19.1398526,72.82608
2966429908,Citi Bank BKC,19.0685222,72.8677446
2966429909,Citi Bank BKC,19.068917,72.8677425
2966429910,MTNL Telephone Exchange BKC,19.070705,72.8714701
2966429911,MTNL Telephone Exchange BKC,19.0711079,72.8715467
3125655773,Shankar Mandir Stop,19.0284541,72.8974533
3186367483,Four Bungalows,19.1300324,72.8257946
3195583578,Balakanji Bari,19.0846764,72.8327654
3195685559,Unnamed,18.9740162,73.2008661
3204171920,Postal Colony,19.0615161,72.8934087
3204171921,Postal Colony,19.0612837,72.893718
3204217627,Unnamed,19.064994,72.9196089
3204252766,Shivaji Nagar Bus Terminus,19.0604104,72.9256386
3204472731,Chembur Naka,19.0542102,72.8934237
3204480436,Kumbharwada,19.0541889,72.8919114
3204485312,Shankar Deol,19.0289047,72.8972115
3204504352,cheeta camp,19.0384776,72.9446669
3204508759,trombay bus stop..,19.0342614,72.9494324
3204516948,Shreyas Cinema,19.0938693,72.9129053
3205771863,GTB Nagar bustop,19.0375439,72.8660211
3205774856,Lokmanya Tilak hospital,19.0372203,72.8614909
3205954461,Ninety Feet Jhangri Masjid,19.0638119,72.9284627
3205956667,Tembhipada Police Chowki,19.1551631,72.9291525
3205997409,Mohete Patil,19.0534061,72.9351532
3206033567,New Gautam Nagar Bus Stop,19.0592485,72.9138517
3206218502,Priyadarshini Bus Stop,19.052385,72.8797934
3206269274,Priyadarshini,19.0526133,72.8795023
3207677587,Nehru Nagar- Kurla,19.0617135,72.8837422
3207678748,Kurla ST Depot,19.0581845,72.8828625
3207678780,Kurla S T Depot,19.0566368,72.8839847
3207678781,Shiv Shrusti,19.05534,72.8827444
3207682357,Priyadarshini Chunabhatti,19.0538077,72.8810985
3207682361,Shiv Shrusti,19.0551068,72.8823689
3207683449,Priyadarshini,19.0530974,72.8801854
3207701503,S.G.Barve Marg Jun.(Thakkar Bappa),19.0577155,72.8866524
3207718347,Kamgaar Nagar,19.0591834,72.8855608
3207720197,S.G.Barve Marg Jun (Thakkar Bappa ),19.0577079,72.8867168
3207720278,Kamgaar Nagar,19.0604559,72.8859707
3207720434,S.G.Barve Marg Jn.,19.0574236,72.8878253
3207732982,S.G.Barve Marg Jn.,19.0571586,72.8882584
3213880309,laalubai bus stop,19.0532391,72.9272898
3214176979,Wadala Depot,19.014855,72.8524232
3214188918,Wadala Depot,19.0146931,72.8527142
3214194358,Sharada Cinema- Dadar,19.0141752,72.8462562
3215568899,Unnamed,19.063265,72.9293561
3215574543,Railway Vasahat,19.0555695,72.9334422
3215578240,Bus stop,19.0497076,72.9269083
3217150650,asisi nagar bus stop,19.0606584,72.9121226
3217427543,deonar colony bus stop,19.0541665,72.9234807
3217432498,colony bus stop,19.0557346,72.922
3218898828,Narayana Guru,19.0610068,72.909099
3224770453,jafary bus stop,19.0675626,72.920868
3229537290,Gavan Pada,19.1728787,72.961446
3229537297,Mulund Station (East),19.1713923,72.9582144
3243945329,L.I.C. Colony,19.2426204,72.8520198
3243945339,Bhagwati Hospital,19.2401299,72.8544811
3243945340,Bhagwati Hospital,19.2404837,72.8546667
3251866492,Shirvane Gaon,19.0501715,73.0210857
3263024864,Sawarkar Nagar,19.2059129,72.9542957
3263030022,Yashodham Nagar,19.2082381,72.9547561
3263043839,Road Number 16,19.1935175,72.9535565
3263043840,Road Number 16,19.1937177,72.953751
3276626955,Unnamed,18.9404142,72.8382775
3276626956,Unnamed,18.9445366,72.8301501
3278350500,Unnamed,18.9455786,72.8313847
3278351286,Unnamed,18.9448178,72.8300391
3278351287,Unnamed,18.9453507,72.8311202
3289526262,Sheetal Bus stop,19.0822198,72.8820808
3289565941,Kapadia Nagar,19.075081,72.8726577
3306032211,Gujarat Society,19.0969116,72.851357
3306033038,Gujarat Society,19.0968975,72.8514137
3306035647,Domestic Airport,19.0923948,72.8476959
3313013693,Naik Bus Stop,18.9411989,72.8295989
3363337260,Unnamed,19.1216167,72.8299889
3388718521,Unnamed,19.0226511,73.049691
3439107263,Bainganwadi,19.0590268,72.9243739
3464561137,Unnamed,19.0143712,72.853185
3464562701,Mayors Bungalow,19.0285848,72.8374441
3467500468,Bandra Station Road (W),19.0535401,72.8380674
3467500590,P.Mohd Rafi Chowk,19.0514594,72.8383231
3467500693,Bandra Station Road (W),19.0545381,72.8376574
3467501927,Bandra Talao,19.0576069,72.8367365
3467511840,BEST Quarters,19.153788,72.8388106
3467513331,BEST Quarters,19.1537756,72.8389945
3467514928,BEST Nagar,19.1531908,72.8418998
3467519507,Bhagat Singh Nagar,19.1553842,72.8364691
3467522581,Oshiwara / Goregaon,19.1526529,72.8357139
3467526748,Goragaon Depot,19.1546032,72.8353435
3467536777,Siddarth Nagar / Vivek College,19.1590341,72.8431734
3467537631,Motilal Nagar Post Office,19.1590964,72.8404664
3467537925,Shastri Nagar,19.1600204,72.8357679
3467537926,Shastri Nagar,19.1602875,72.8349201
3467539380,Vivek College,19.1585064,72.8436438
3518744772,Shetty Vidyalay,19.1157549,72.9059323
3523224212,Kokan Nagar,19.1462404,72.9289053
3529531729,Chembur Colony,19.0440704,72.8935618
3529567637,sathe nagar bus stop,19.0563052,72.9300455
3529572106,sandu wadi,19.0533797,72.8974857
3530947552,thakkar Bappa colony,19.0588081,72.8870031
3530954289,thakkar Bappa colony,19.0588043,72.8871131
3533491618,Bhagat Singh Nagar,19.1574924,72.8351265
3534580595,neeta volvo,19.0529281,72.8991655
3547849364,N G ACHARYA COLLEGE BUS STOP,19.0585892,72.9078559
3547896429,dadoji kondev nagar(khardev nagar),19.0570053,72.9096184
3554037797,ishwar nagar stop,19.1443582,72.9343821
3554646864,BEST & ST Bus Stop,19.0868905,73.0032927
3562743827,Ghatkopar Station,19.0891525,72.9074443
3617109229,marol maroshi,19.118084,72.8801296
3634241262,New DN Nagar,19.1183701,72.8297505
3767105938,Indian Oil Nagar,19.1275501,72.8311016
3792254421,Shastri Nagar,19.1593202,72.83632
3921758985,Unnamed,19.2907209,72.8747377
3926507483,Kalanagar Bus Station,19.0534895,72.8470962
3930284458,Bradma Compound,19.1960481,72.9550002
3930284459,Bradma Compound,19.1959898,72.9550243
3930284460,Ambika Nagar,19.1976312,72.9558773
3930284461,Ambika Nagar,19.1976008,72.95577
3930284465,Kamgar Hospital,19.2037497,72.9541539
3931917826,Sawarkar Nagar,19.2059344,72.9542089
3931917834,Vaishali Nagar,19.1870693,72.9458731
3931942705,Agriculture,19.2000566,72.9538617
3931942706,Agriculture,19.2001883,72.9540334
3954998295,Passport Office / M.I.D.C.,19.1911655,72.9555006
3981413853,Unnamed,19.0659604,72.9291639
3981413855,Unnamed,19.0660706,72.9289155
3981413856,Unnamed,19.066092,72.9292354
3981415657,Unnamed,19.0662023,72.9289927
3981415659,Unnamed,19.0662254,72.929306
3981415661,Unnamed,19.0663357,72.9290633
4014542566,Hong Kong Bank,19.0603076,72.8295088
4077090606,Unnamed,19.1138796,73.0086216
4077090607,Unnamed,19.1139532,73.0089087
4077090608,Ghansoli Railway Station,19.1162733,73.0080799
4077090609,Ghansoli Naka,19.1261366,73.0047767
4077090610,Unnamed,19.1262176,73.0044039
4077092893,Unnamed,19.163093,73.0738933
4077092894,Unnamed,19.1635984,73.0740636
4109115231,Dr.Cooper Hospital,19.10773,72.8368277
4113603393,PANCH RASTA,19.176391,72.9525539
4133879203,Unnamed,18.9552298,72.8046655
4158101551,Manpada,19.2353185,72.9759496
4211019628,Teen Hath Naka,19.1888027,72.9633143
4211040735,Hospital,19.1720086,72.9599368
4211040736,Hospital,19.1719242,72.9600031
4211040737,Mulund Station (East),19.1716515,72.958123
4211040739,Unnamed,19.1702031,72.9590674
4211040740,Unnamed,19.1701564,72.9591168
4211040742,Unnamed,19.1694785,72.9591761
4211040743,Unnamed,19.1695065,72.9592196
4211040744,Unnamed,19.1688948,72.9601011
4211040745,Unnamed,19.1688733,72.9599806
4220016693,Godrej Bus Stop Gate 3,19.1036419,72.9209927
4233541816,Brahmand Phase 6,19.2466712,72.9847606
4233856092,Jai Bhawani Nagar,19.201839,72.9537029
4237791504,CSMI Airport Terminal 2,19.1013571,72.8725934
4270149192,Manpada,19.2353564,72.9762983
4270329891,Kasarvadavali Naka,19.2695462,72.9652023
4294951436,Unnamed,18.9644123,72.8211647
4294951441,Unnamed,18.9644751,72.8210474
4294951445,Unnamed,18.9645222,72.8211824
4305515638,Moti Mahal,19.0595311,72.832103
4305525330,Moti Mahal,19.0594059,72.832545
4305526331,Moti Mahal,19.0605962,72.8343053
4305528197,Moti Mahal,19.0602239,72.8343003
4307374890,Unnamed,19.1991675,72.8206544
4312118497,Vasinaka Bus Stop ,19.0328611,72.8962597
4312136399,Vasinaka Bus Stop ,19.0329566,72.8961803
4326441990,Maharashtra Weight Bridge,19.1024908,72.888247
4326459989,Shethiya Nagar,19.0980844,72.8878668
4326462289,DSouza Nagar,19.0958775,72.8878013
4326475989,Krishna Nagar,19.0998652,72.8879689
4328161660,Unnamed,19.0560018,72.8450002
4328161661,Unnamed,19.0560195,72.8452054
4328161664,Unnamed,19.0561666,72.8450511
4328161665,Unnamed,19.056178,72.8451665
4339824590,Unnamed,19.1064314,72.8879239
4339932592,Unnamed,19.1125738,72.8883909
4339959690,State Bank,19.1072697,72.8880578
4339974093,Unnamed,19.1074064,72.8836645
4339981002,Unnamed,19.1075866,72.88045
4339981499,Unnamed,19.1055533,72.885281
4340004889,Local Karyalay,19.1173423,72.8896404
4340947500,Godrej East,19.0954163,72.9239959
4341054365,Unnamed,18.965674,72.8467809
4349254092,Unnamed,19.1041282,72.8746592
4349254492,Unnamed,19.0934244,72.8557476
4349256190,Unnamed,19.1067432,72.8750881
4349263389,Unnamed,19.1053241,72.8859922
4349265289,Unnamed,19.0976417,72.8535331
4367331982,Neelkanth Heights,19.2205166,72.9605147
4367377476,Kavyadhara,19.2283998,72.9823284
4367380311,Runwal Garden City,19.2229344,72.9882241
4367741661,Sainath Nagar,19.2668893,72.9669569
4367741685,Hawre City / Boriwade Gaon,19.2599582,72.9576677
4375303347,St. Peter Church,19.0549205,72.829542
4396299492,Unnamed,19.1063401,72.8665226
4396958389,Unnamed,18.9195149,73.0444293
4400239891,Unnamed,18.9195506,73.0443936
4406642094,Unnamed,19.0967379,72.9190376
4425991294,Unnamed,19.1051473,72.9128964
4465931800,Samaj mandir hall,19.039572,72.8689282
4483496889,Shyam Nagar,19.1388906,72.8635167
4483498789,Shyam Nagar,19.1390311,72.8634202
4483498869,Majas Depot,19.1390436,72.864928
4483501889,Majas Depot,19.1392575,72.8652021
4483785591,Unnamed,19.0304901,72.8542607
4483809689,Unnamed,19.0325733,72.8542242
4513550299,Unnamed,18.9551127,72.8419397
4537804390,Unnamed,19.2171897,72.8475633
4576708592,Unnamed,19.1715185,72.9341432
4576710994,Highland Park,19.1699829,72.9322278
4576713393,Unnamed,19.3121789,72.8534691
4576713492,Unnamed,19.3099054,72.8532539
4576736692,Unnamed,19.1731899,72.9346416
4576758098,Amar Nagar,19.1682012,72.9318798
4576942191,Unnamed,19.1747635,72.9372081
4577337990,Powai Chowk,19.1729199,72.9357134
4577377089,Azad Nagar,19.298572,72.8554854
4577378489,Unnamed,19.3038531,72.8585852
4579538191,Unnamed,19.2724931,72.8824118
4583539494,Sri Chhatrapati Shivaji Maharaj Chowk,19.1760451,72.9377018
4583566289,Unnamed,19.1771575,72.9388751
4583566290,Unnamed,19.1778426,72.9434199
4583566389,Unnamed,19.1779003,72.9440539
4585359396,Unnamed,19.2006977,72.9611861
4585364193,Unnamed,19.2000703,72.962506
4585364196,Mulund Court,19.1742351,72.9584853
4585386589,Unnamed,19.1626635,72.946345
4585386592,Unnamed,19.1928503,72.9700614
4585386789,Unnamed,19.1656642,72.9487178
4586988393,Unnamed,18.875012,72.9542383
4586989496,Unnamed,18.8857316,72.9654844
4586989497,Unnamed,18.8845733,72.9639666
4586990694,Unnamed,18.8999829,72.9850055
4586990696,Unnamed,18.927785,73.015534
4586999295,Unnamed,18.9085955,72.9870124
4587005797,Unnamed,18.898271,72.9820893
4587008491,Unnamed,18.8796951,72.9577328
4587027190,Unnamed,18.8804322,72.9356029
4587027393,Unnamed,18.87734,72.9360371
4587027394,Unnamed,18.8944153,72.9768532
4587027397,Unnamed,18.8744502,72.9403675
4587035291,Unnamed,18.8880128,72.9685864
4587042689,Unnamed,18.8782558,72.9358669
4587042690,Unnamed,18.8761702,72.9403482
4587049189,Unnamed,18.8742185,72.9426123
4587069990,Unnamed,18.9349063,73.0181633
4603533131,Unnamed,18.9566859,72.8420613
4621598593,Unnamed,19.2546704,72.8670451
4624034478,Sahakar Bazaar-Airoli,19.1502418,72.9995919
4624034480,Sector 5-Airoli,19.1481221,72.9992452
4624037612,Nahur Railway Station,19.1571337,72.9471269
4624037619,Mulund-Goregaon Link Road,19.1600753,72.9469725
4624037634,Ceat Company,19.1550979,72.9434127
4624037638,Nahur Railway St.,19.1532517,72.9436928
4624037642,Bhandup Village (W),19.1516463,72.9435228
4624037645,Usha Nagar,19.1521752,72.9414982
4624037656,Bhandup St (W),19.1453133,72.9351741
4624037657,Janata Market Bhandup,19.1424705,72.9327314
4624037658,Mangatram Petrol Pump,19.1390033,72.9306815
4624037659,Birla Company,19.1351758,72.9288394
4624037660,Dockyard kanjurmarg St,19.1321315,72.9272826
4624037661,Huma Talkies,19.129266,72.9256346
4624037663,Gandhi Nagar Vikhroli,19.1244444,72.925197
4624037664,Hindustan Company,19.1218576,72.925386
4624037670,Paper Mill,19.1177512,72.9259916
4624037676,Hanuman Nagar Nahur,19.1576887,72.9435906
4625570571,Asha & Usha Estates,19.1082752,72.9240782
4625570573,Bhandup Pumping Centre,19.1544735,72.9581137
4625570574,Bhandup Station (W),19.1453065,72.935179
4625570575,Bhandup Village (W),19.1516367,72.9435238
4625570578,Ceat Company,19.1551008,72.9433878
4625570579,Cipla,19.1143057,72.9261236
4625570580,Diva Village,19.1484013,72.9930192
4625570581,Dockyard kanjurmarg St,19.1321171,72.9273332
4625570582,Gandhi Nagar Vikhroli,19.1244467,72.9252165
4625570585,Hindustan Company,19.1218513,72.925423
4625570586,Huma Talkies,19.1288065,72.9255023
4625570588,Kasturi Vidyalay,19.1523249,72.9404673
4625570689,Mangatram Petrol Pump,19.1389677,72.9307625
4625570690,Mulund-Goregaon Link Road,19.1600676,72.9469381
4625570691,Nahur Railway Station,19.1532681,72.9436363
4625570692,Nahur Railway Station,19.1570448,72.9471855
4625570693,Paper Mill,19.1177519,72.9259945
4625570695,Sector 10-Airoli,19.1491334,72.9906005
4625570696,Sector 4-Airoli Corporation Bank,19.1542399,72.9993799
4625570697,Sector 5-Airoli,19.1481023,72.9993368
4625570698,Sector 9-Airoli,19.1488906,72.9923596
4625570699,Subhash Nagar Nahur,19.1592033,72.9438181
4625570702,Vikhroli Station (W),19.1115664,72.9258072
4631842068,Unnamed,19.2090267,72.9731827
4632210293,Asha & Usha Estates,19.1083768,72.9241059
4632210295,Vikhroli Depot,19.1028872,72.9194109
4632210296,Vikhroli Depot,19.102926,72.9194443
4632210297,Godrej Company (W),19.1048483,72.9216458
4632210298,Asha & Usha Estates,19.1082931,72.9242238
4632210300,Vikhroli Station (W),19.1115669,72.9258056
4632210303,Cipla,19.1137102,72.9260658
4632210311,Godrej Company (W),19.1047588,72.921816
4632210339,Kasturi Vidyalay,19.1523403,72.9404669
4632210341,Usha Nagar,19.152228,72.9415172
4632210347,Hanuman Nagar Nahur,19.1576884,72.9435847
4632210378,Bhandup Village Junction,19.1564231,72.9496471
4634597672,Sahakar Bazaar-Airoli,19.15024,72.9996097
4644026809,Sector 4-Airoli Corporation Bank,19.1542429,72.9994812
4644026822,Sector 5-Airoli,19.1479971,72.9992435
